publication,chapter,gram_id,vessel_name,topic_type,sequence,topic_filename,display_text,link_href,glc_path,time_end,freq_end,png_path,file_size,wav_treatment,warnings
main,Instructor Pub10_Ed22B_Updated,30,"FR Corellian Corvette, Category 1, Dank",glc,4,gram_30.dita,Lofar 4,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(21-30)/Gram_30/Lofar 4 ABC.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(21-30)/Gram_30/Lofar 4 ABC.glc,180,100,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(21-30)/Gram_30/Lofar 4 ABC.png,166959,,
main,Instructor Pub10_Ed22B_Updated,30,"FR Corellian Corvette, Category 1, Dank",analysis,1,gram_30.dita,,,,,,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(21-30)/Gram_30/Analysis.png,41011,,
main,Instructor Pub10_Ed22B_Updated,31,"A-wing contact bearing 298, codename Dank",glc,1,gram_31.dita,Lofar 1,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_31/Lofar 1_b.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_31/Lofar 1_b.glc,240,800,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_31/Lofar 1_b.wav,844,,
main,Instructor Pub10_Ed22B_Updated,31,"A-wing contact bearing 298, codename Dank",analysis,1,gram_31.dita,,,,,,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_31/Analysis.png,41011,,
main,Instructor Pub10_Ed22B_Updated,32,"FR Ghost, Category 1, Dank",glc,1,gram_32.dita,Lofar 1,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_32/Lofar 1 I.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_32/Lofar 1 I.glc,180,100,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_32/Lofar 1 I.png,166959,,
main,Instructor Pub10_Ed22B_Updated,32,"FR Ghost, Category 1, Dank",glc,2,gram_32.dita,Lofar 2,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_32/Lofar 2_b.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_32/Lofar 2_b.glc,180,200,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_32/Lofar 2_b.png,166829,,
main,Instructor Pub10_Ed22B_Updated,32,"FR Ghost, Category 1, Dank",glc,3,gram_32.dita,Lofar 3,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_32/Lofar 3.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_32/Lofar 3.glc,360,800,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_32/Lofar 3.png,166829,,
main,Instructor Pub10_Ed22B_Updated,32,"FR Ghost, Category 1, Dank",analysis,1,gram_32.dita,,,,,,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_32/Analysis.png,41011,,
main,Instructor Pub10_Ed22B_Updated,33,"FR Nebulon-B, Category 2, Mustafar",glc,1,gram_33.dita,Lofar 1,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_33/Lofar 1.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_33/Lofar 1.glc,271,400,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_33/Lofar 1.png,166985,,
main,Instructor Pub10_Ed22B_Updated,33,"FR Nebulon-B, Category 2, Mustafar",glc,2,gram_33.dita,Lofar 2,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_33/Lofar 2 Loop 1.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_33/Lofar 2 Loop 1.glc,180,800,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_33/Lofar 2 Loop 1.png,166985,,
main,Instructor Pub10_Ed22B_Updated,33,"FR Nebulon-B, Category 2, Mustafar",glc,3,gram_33.dita,Lofar 3,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_33/Lofar 3 Loop 2.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_33/Lofar 3 Loop 2.glc,240,200,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_33/Lofar 3 Loop 2.wav,844,,
main,Instructor Pub10_Ed22B_Updated,33,"FR Nebulon-B, Category 2, Mustafar",analysis,1,gram_33.dita,,,,,,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_33/Analysis Sheet.docx,1001,,
main,Instructor Pub10_Ed22B_Updated,34,"FR Discovery, Category 3, Dank",glc,1,gram_34.dita,Lofar 1,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_34 Bajor/Lofar 1_a.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_34 Bajor/Lofar 1_a.glc,360,400,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_34 Bajor/Lofar 1_a.png,166985,,
main,Instructor Pub10_Ed22B_Updated,34,"FR Discovery, Category 3, Dank",analysis,1,gram_34.dita,,,,,,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_34 Bajor/Analysis Sheet.docx,998,,
main,Instructor Pub10_Ed22B_Updated,35,"FR Cerritos, Category 3, Naboo",glc,1,gram_35.dita,Lofar 1,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_35/Lofar 1.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_35/Lofar 1.glc,180,400,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_35/Lofar 1.png,166985,,
main,Instructor Pub10_Ed22B_Updated,35,"FR Cerritos, Category 3, Naboo",glc,2,gram_35.dita,Lofar 2,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_35/Lofar 2.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_35/Lofar 2.glc,180,200,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_35/Lofar 2.png,166959,,
main,Instructor Pub10_Ed22B_Updated,35,"FR Cerritos, Category 3, Naboo",glc,3,gram_35.dita,Lofar 3,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_35/Lofar 3_b.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_35/Lofar 3_b.glc,300,400,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_35/Lofar 3_b.png,166975,,
main,Instructor Pub10_Ed22B_Updated,35,"FR Cerritos, Category 3, Naboo",analysis,1,gram_35.dita,,,,,,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_35/Analysis Sheet.docx,997,,
main,Instructor Pub10_Ed22B_Updated,37,"FR Discovery, Category 1, Gandalf",glc,1,gram_37.dita,Lofar 1,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_37/Lofar 1 Loop 2.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_37/Lofar 1 Loop 2.glc,300,100,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_37/Lofar 1 Loop 2.png,166985,,
main,Instructor Pub10_Ed22B_Updated,37,"FR Discovery, Category 1, Gandalf",glc,2,gram_37.dita,Lofar 2,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_37/Lofar 2 I.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_37/Lofar 2 I.glc,300,800,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_37/Lofar 2 I.png,166829,,
main,Instructor Pub10_Ed22B_Updated,37,"FR Discovery, Category 1, Gandalf",glc,3,gram_37.dita,Lofar 3,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_37/Lofar 3 I.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_37/Lofar 3 I.glc,300,100,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_37/Lofar 3 I.png,166975,,
main,Instructor Pub10_Ed22B_Updated,37,"FR Discovery, Category 1, Gandalf",analysis,1,gram_37.dita,,,,,,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_37/Analysis.png,41011,,
main,Instructor Pub10_Ed22B_Updated,39,"FR Defiant-class, Category 1, Coruscant",glc,1,gram_39.dita,Lofar 1,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_39/Lofar 1 ABC.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_39/Lofar 1 ABC.glc,300,200,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_39/Lofar 1 ABC.png,166829,,
main,Instructor Pub10_Ed22B_Updated,39,"FR Defiant-class, Category 1, Coruscant",glc,2,gram_39.dita,Lofar 2,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_39/Lofar 2 ABC.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_39/Lofar 2 ABC.glc,271,800,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_39/Lofar 2 ABC.png,166975,,
main,Instructor Pub10_Ed22B_Updated,39,"FR Defiant-class, Category 1, Coruscant",analysis,1,gram_39.dita,,,,,,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_39/Analysis.png,41011,,
main,Instructor Pub10_Ed22B_Updated,40,"FR Outrider, Category 1, Hoth",glc,1,gram_40.dita,Lofar 1,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_40/Lofar 1 ABC.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_40/Lofar 1 ABC.glc,300,200,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_40/Lofar 1 ABC.png,166829,,
main,Instructor Pub10_Ed22B_Updated,40,"FR Outrider, Category 1, Hoth",glc,2,gram_40.dita,Lofar 2,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_40/Lofar 2_b.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_40/Lofar 2_b.glc,360,100,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_40/Lofar 2_b.png,166829,,
main,Instructor Pub10_Ed22B_Updated,40,"FR Outrider, Category 1, Hoth",analysis,1,gram_40.dita,,,,,,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(31-40)/Gram_40/Analysis Sheet.docx,996,,
main,Instructor Pub10_Ed22B_Updated,43,"Nebulon-B contact bearing 034, codename Kronos",glc,1,gram_43.dita,Lofar 1,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_43/Lofar 1_a.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_43/Lofar 1_a.glc,240,100,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_43/Lofar 1_a.png,166985,,
main,Instructor Pub10_Ed22B_Updated,43,"Nebulon-B contact bearing 034, codename Kronos",glc,2,gram_43.dita,Lofar 2,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_43/Lofar 2_a.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_43/Lofar 2_a.glc,180,100,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_43/Lofar 2_a.png,166959,,
main,Instructor Pub10_Ed22B_Updated,43,"Nebulon-B contact bearing 034, codename Kronos",glc,3,gram_43.dita,Lofar 3,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_43/Lofar 3 I.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_43/Lofar 3 I.glc,360,100,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_43/Lofar 3 I.png,166975,,
main,Instructor Pub10_Ed22B_Updated,43,"Nebulon-B contact bearing 034, codename Kronos",analysis,1,gram_43.dita,,,,,,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_43/Analysis.png,41011,,
main,Instructor Pub10_Ed22B_Updated,44,"FR X-wing, Category 4, Vulcan",glc,1,gram_44.dita,Lofar 1,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_44/Lofar 1_b.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_44/Lofar 1_b.glc,240,100,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_44/Lofar 1_b.png,166959,,
main,Instructor Pub10_Ed22B_Updated,44,"FR X-wing, Category 4, Vulcan",glc,2,gram_44.dita,Lofar 2,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_44/Lofar 2.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_44/Lofar 2.glc,180,200,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_44/Lofar 2.png,166959,,
main,Instructor Pub10_Ed22B_Updated,44,"FR X-wing, Category 4, Vulcan",glc,3,gram_44.dita,Lofar 3,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_44/Lofar 3 I.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_44/Lofar 3 I.glc,300,200,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_44/Lofar 3 I.png,166975,,
main,Instructor Pub10_Ed22B_Updated,44,"FR X-wing, Category 4, Vulcan",analysis,1,gram_44.dita,,,,,,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_44/Analysis Sheet.docx,996,,
main,Instructor Pub10_Ed22B_Updated,46,"FR Lambda Shuttle, Category 2, Endor",glc,1,gram_46.dita,Lofar 1,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_46/Lofar 1_a.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_46/Lofar 1_a.glc,271,400,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_46/Lofar 1_a.wav,844,,
main,Instructor Pub10_Ed22B_Updated,46,"FR Lambda Shuttle, Category 2, Endor",analysis,1,gram_46.dita,,,,,,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_46/Analysis Sheet.docx,1003,,
main,Instructor Pub10_Ed22B_Updated,47,"Intrepid-class contact bearing 304, codename Hoth",glc,1,gram_47.dita,Lofar 1,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_47/Lofar 1 ABC.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_47/Lofar 1 ABC.glc,180,400,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_47/Lofar 1 ABC.png,166829,,
main,Instructor Pub10_Ed22B_Updated,47,"Intrepid-class contact bearing 304, codename Hoth",glc,2,gram_47.dita,Lofar 2,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_47/Lofar 2.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_47/Lofar 2.glc,180,800,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_47/Lofar 2.wav,844,,
main,Instructor Pub10_Ed22B_Updated,47,"Intrepid-class contact bearing 304, codename Hoth",analysis,1,gram_47.dita,,,,,,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_47/Analysis.png,41011,,
main,Instructor Pub10_Ed22B_Updated,48,"FR Nebula-class, Category 2, Romulus",glc,1,gram_48.dita,Lofar 1,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_48/Lofar 1_a.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_48/Lofar 1_a.glc,180,200,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_48/Lofar 1_a.wav,844,,
main,Instructor Pub10_Ed22B_Updated,48,"FR Nebula-class, Category 2, Romulus",analysis,1,gram_48.dita,,,,,,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_48/Analysis Sheet.docx,1001,,
main,Instructor Pub10_Ed22B_Updated,49,"FR Stargazer, Category 4, Dagobah",glc,1,gram_49.dita,Lofar 1,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_49 Romulus/Lofar 1.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_49 Romulus/Lofar 1.glc,360,400,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_49 Romulus/Lofar 1.png,166985,,
main,Instructor Pub10_Ed22B_Updated,49,"FR Stargazer, Category 4, Dagobah",glc,2,gram_49.dita,Lofar 2,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_49 Romulus/Lofar 2 ABC.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_49 Romulus/Lofar 2 ABC.glc,300,800,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_49 Romulus/Lofar 2 ABC.png,166975,,
main,Instructor Pub10_Ed22B_Updated,49,"FR Stargazer, Category 4, Dagobah",glc,3,gram_49.dita,Lofar 3,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_49 Romulus/Lofar 3_b.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_49 Romulus/Lofar 3_b.glc,300,400,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_49 Romulus/Lofar 3_b.png,166975,,
main,Instructor Pub10_Ed22B_Updated,49,"FR Stargazer, Category 4, Dagobah",analysis,1,gram_49.dita,,,,,,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_49 Romulus/Analysis Sheet.docx,1000,,
main,Instructor Pub10_Ed22B_Updated,50,"FR Akira-class, Category 2, Coruscant",glc,1,gram_50.dita,Lofar 1,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_50 Cardassia/Lofar 1 I.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_50 Cardassia/Lofar 1 I.glc,180,400,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_50 Cardassia/Lofar 1 I.png,166959,,
main,Instructor Pub10_Ed22B_Updated,50,"FR Akira-class, Category 2, Coruscant",glc,2,gram_50.dita,Lofar 2,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_50 Cardassia/Lofar 2 Loop 1.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_50 Cardassia/Lofar 2 Loop 1.glc,180,200,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_50 Cardassia/Lofar 2 Loop 1.png,166985,,
main,Instructor Pub10_Ed22B_Updated,50,"FR Akira-class, Category 2, Coruscant",analysis,1,gram_50.dita,,,,,,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(41-50)/Gram_50 Cardassia/Analysis.png,41011,,
main,Instructor Pub10_Ed22B_Updated,51,"FR Slave I, Category 2, Naboo",glc,1,gram_51.dita,Lofar 1,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(51-60)/Gram_51/Lofar 1.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(51-60)/Gram_51/Lofar 1.glc,360,400,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(51-60)/Gram_51/Lofar 1.png,166985,,
main,Instructor Pub10_Ed22B_Updated,51,"FR Slave I, Category 2, Naboo",glc,2,gram_51.dita,Lofar 2,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(51-60)/Gram_51/Lofar 2 Loop 2.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(51-60)/Gram_51/Lofar 2 Loop 2.glc,300,400,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(51-60)/Gram_51/Lofar 2 Loop 2.png,166959,,
main,Instructor Pub10_Ed22B_Updated,51,"FR Slave I, Category 2, Naboo",analysis,1,gram_51.dita,,,,,,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(51-60)/Gram_51/Analysis.png,41011,,
main,Instructor Pub10_Ed22B_Updated,52,"Nebula-class contact bearing 194, codename Dagobah",glc,1,gram_52.dita,Lofar 1,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(51-60)/Gram_52 Trill/Lofar 1_a.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(51-60)/Gram_52 Trill/Lofar 1_a.glc,180,100,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(51-60)/Gram_52 Trill/Lofar 1_a.png,166985,,
main,Instructor Pub10_Ed22B_Updated,52,"Nebula-class contact bearing 194, codename Dagobah",analysis,1,gram_52.dita,,,,,,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(51-60)/Gram_52 Trill/Analysis.png,41011,,
main,Instructor Pub10_Ed22B_Updated,54,"FR Cerritos, Category 3, Vulcan",glc,1,gram_54.dita,Lofar 1,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(51-60)/Gram_54 Yavin/Lofar 1_b.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(51-60)/Gram_54 Yavin/Lofar 1_b.glc,180,800,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(51-60)/Gram_54 Yavin/Lofar 1_b.png,166959,,
main,Instructor Pub10_Ed22B_Updated,54,"FR Cerritos, Category 3, Vulcan",glc,2,gram_54.dita,Lofar 2,Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(51-60)/Gram_54 Yavin/Lofar 2 Loop 2.glc,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(51-60)/Gram_54 Yavin/Lofar 2 Loop 2.glc,300,100,Instructor Pub10_Ed22B_Updated/Instructor Pub10_Ed22B_Updated Files/Pub 10_Ed 2_(51-60)/Gram_54 Yavin/Lofar 2 Loop 2.png,166959,,
